Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
1325,OK0BA,439.375000,-,7.600000,Tone,88.5,88.5,FM,12.5,Mešnice, okr. Pelhřimov
1326,OK0BAB,438.925000,-,7.600000,Tone,88.5,88.5,FM,12.5,Brno - Lesná
1327,OK0BAC,438.750000,-,7.600000,,88.5,88.5,FM,12.5,Písek - Brdy
1328,OK0BAF,438.850000,-,7.600000,Tone,88.5,136.5,FM,12.5,Svratouch, Otava
1329,OK0BAF,438.600000,-,7.600000,,88.5,88.5,FM,12.5,Svratouch
1330,OK0BAF,438.600000,-,7.600000,,88.5,88.5,FM,12.5,Svratouch
1331,OK0BAJ,439.325000,-,7.600000,,88.5,88.5,FM,12.5,Holý Vrch , Jihlava
1332,OK0BAJ,439.325000,-,7.600000,,88.5,88.5,FM,12.5,Jihlava
1333,OK0BAJ,439.325000,-,7.600000,,88.5,88.5,FM,12.5,Jihlava
1334,OK0BAP,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Litomyšl - Libecina
1335,OK0BBF,439.125000,-,7.600000,Tone,88.5,88.5,FM,12.5,Suchý vrch - Orlické Hory
1336,OK0BBK,439.075000,-,7.600000,,88.5,88.5,FM,12.5,Kozákov u Semil
1337,OK0BC,438.700000,-,7.600000,Tone,136.5,88.5,FM,12.5,Lysá hora - Krkonoše
1338,OK0BCA,438.900000,-,7.600000,,88.5,88.5,FM,12.5,Liščí hora - Krkonoše
1339,OK0BCA,438.875000,-,7.600000,Tone,203.5,203.5,FM,12.5,Liščí hora - Krkonoše
1340,OK0BCN,438.775000,-,7.600000,,88.5,88.5,FM,12.5,Náchod
1341,OK0BD,438.650000,-,7.600000,Tone,82.5,88.5,FM,12.5,Ostrava
1342,OK0BDL,439.425000,-,7.600000,,88.5,88.5,FM,12.5,Lysá Hora
1343,OK0BDV,438.925000,-,7.600000,Tone,88.5,88.5,FM,12.5,Dobrá Voda u Nových Hradů
1344,OK0BE,438.650000,-,7.600000,,88.5,88.5,FM,12.5,Klínovec
1345,OK0BEA,439.212500,-,7.600000,Tone,88.5,88.5,FM,12.5,Klášterec nad Ohří
1346,OK0BEZ,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Žatec
1347,OK0BF,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Holý kopec u Přerova
1348,OK0BG,438.850000,-,7.600000,Tone,88.5,88.5,FM,12.5,České Budějovice - komín teplárny 160 m
1349,OK0BH,439.000000,-,7.600000,,88.5,88.5,FM,12.5,Děvín - Pálava
1350,OK0BHD,439.300000,-,7.600000,Tone,77.0,77.0,FM,12.5,Pozoříce
1351,OK0BHJ,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Karasín
1352,OK0BHS,439.250000,-,7.600000,Tone,88.5,88.5,FM,12.5,Travičná
1353,OK0BK,439.000000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kladno
1354,OK0BKA,439.425000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kněževes Praha - západ
1355,OK0BL,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Čerchov
1356,OK0BLI,439.100000,-,7.600000,Tone,88.5,88.5,FM,12.5,Přehrada Lipno - Lískovec, Černá v Pošumaví
1357,OK0BM,439.250000,-,7.600000,Tone,88.5,88.5,FM,12.5,HUŤSKÁ HORA - Šumava
1358,OK0BNH,438.625000,-,7.600000,Tone,88.5,88.5,FM,12.5,Černolice
1359,OK0BNJ,438.775000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kozlov u Chyšek
1360,OK0BPL,438.675000,-,7.600000,Tone,88.5,88.5,FM,12.5,Plzeň - Radyně
1361,OK0BPT,439.075000,-,7.600000,Tone,88.5,88.5,FM,12.5,Prachatice - Libín
1362,OK0BR,438.725000,-,7.600000,Tone,77.0,88.5,FM,12.5,Praha - Brdy
1363,OK0BR,438.725000,-,7.600000,Tone,77.0,77.0,FM,12.5,Praha-Brdy
1364,OK0BRN,439.375000,-,7.600000,Tone,103.5,103.5,FM,12.5,Brno - Kohoutovice
1365,OK0BRQ,439.550000,-,7.600000,Tone,77.0,77.0,FM,12.5,Brno - Kohoutovice
1366,OK0BRT,439.200000,-,7.600000,,88.5,88.5,FM,12.5,Velké Popovice - Brtnice
1367,OK0BS,438.750000,-,7.600000,Tone,118.8,88.5,FM,12.5,Pardubice - Polabiny
1368,OK0BSJ,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Svatý Jan nad Malší
1369,OK0BZ,439.200000,-,7.600000,Tone,67.0,67.0,FM,12.5,Znojmo
1370,OK0BZR,439.400000,-,7.600000,Tone,79.7,88.5,FM,12.5,Vysoké u Žďáru nad Sázavou
1371,OK0C,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Černá Hora
1372,OK0CHB,439.150000,-,7.600000,,88.5,88.5,FM,12.5,Chřiby - Kostelany
1373,OK0CN,1258.200000,+,35.000000,,88.5,88.5,FM,12.5,PRAHA
1374,OK0D,145.650000,-,0.600000,Tone,88.5,88.5,FM,12.5,Lysá Hora
1375,OK0DAS,438.300000,-,7.600000,,88.5,88.5,FM,12.5,Sněžka
1376,OK0DBF,438.350000,-,7.600000,,88.5,88.5,FM,12.5,Suchý vrch
1377,OK0DBY,439.325000,-,7.600000,,88.5,88.5,FM,12.5,Praha Strahov
1378,OK0DBZ,439.500000,-,7.600000,,88.5,88.5,FM,12.5,Bezděz
1380,OK0DHD,438.450000,-,7.600000,,88.5,88.5,FM,12.5,Blansko Šošůvka
1381,OK0DHD,438.450000,-,7.600000,,88.5,88.5,FM,12.5,Blansko Šošůvka
1382,OK0DHD,145.587500,-,0.600000,,88.5,88.5,FM,12.5,Blansko Šošůvka
1383,OK0DIT,438.637500,-,7.600000,,88.5,88.5,FM,12.5,Devět Křížů
1384,OK0DIT,438.637500,-,7.600000,,88.5,88.5,FM,12.5,Devet Krizu
1385,OK0DJ,439.150000,-,7.600000,Tone,88.5,88.5,FM,12.5,Ještěd
1386,OK0DJ,145.687500,-,0.600000,,88.5,88.5,FM,12.5,Ještěd
1387,OK0DMR,439.475000,-,7.600000,,88.5,88.5,FM,12.5,Praha – Strahov
1388,OK0DOV,439.487500,-,7.600000,Tone,88.5,88.5,FM,12.5,Ostrava-Poruba
1389,OK0DPL,439.500000,-,7.600000,,88.5,88.5,FM,12.5,Plzeň - město
1390,OK0DRB,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Plaveč, Jesenice u Rakovníka
1391,OK0DRB,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Plaveč, Jesenice u Rakovníka
1392,OK0DSJ,438.625000,-,7.600000,,88.5,88.5,FM,12.5,Velký Javorník
1393,OK0DSK,438.600000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kubánkov
1394,OK0DSL,438.325000,-,7.600000,,88.5,88.5,FM,12.5,Studená loučka
1395,OK0DUR,439.100000,-,7.600000,,88.5,88.5,FM,12.5,URČICE
1396,OK0DZO,439.500000,-,7.600000,,88.5,88.5,FM,12.5,Olomouc - Svatý Kopeček
1397,OK0E,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Klínovec
1398,OK0EB,439.175000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kleť - Blanský les
1399,OK0EB,145.575000,-,0.600000,,88.5,88.5,FM,12.5,Kleť - Blanský les
1400,OK0EB,145.587500,-,0.600000,,88.5,88.5,FM,12.5,Kleť
1401,OK0F,145.775000,-,0.600000,Tone,136.5,88.5,FM,12.5,Suchý Vrch
1402,OK0H,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Děvín
1403,OK0HCS,439.450000,-,7.600000,,88.5,88.5,FM,12.5,Praha 6 - Strahov
1404,OK0I,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Teplice
1405,OK0K,145.750000,-,0.600000,Tone,88.5,88.5,FM,12.5,Kladno
1406,OK0KOP,439.200000,-,7.600000,,88.5,88.5,FM,12.5,Mikulčin Vrch
1407,OK0KRC,1258.200000,+,35.000000,,88.5,88.5,FM,12.5,Praha
1408,OK0L,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Klatovy
1409,OK0MAR,439.300000,-,7.600000,,88.5,88.5,FM,12.5,Brno - Střed
1410,OK0MF,51.970000,-,0.600000,Tone,88.5,88.5,FM,12.5,Suchý vrch, Orlické hory
1411,OK0MM,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,Kozlov u Chyšek
1412,OK0N,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Praha - Žižkov
1413,OK0N,438.950000,-,7.600000,,88.5,88.5,FM,12.5,Praha - Žižkov
1414,OK0NCC,439.550000,-,7.600000,,88.5,88.5,FM,12.5,Cukrak
1415,OK0ND,439.025000,-,7.600000,,88.5,88.5,FM,12.5,Praha Strahov
1416,OK0O,145.600000,-,0.600000,Tone,136.5,136.5,FM,12.5,Pohořany
1417,OK0OMX,439.525000,-,7.600000,,88.5,88.5,FM,12.5,Praha
1418,OK0OZL,438.725000,-,7.600000,Tone,88.5,88.5,FM,12.5,Zlín - Kudlov
1419,OK0OZL,145.637500,-,0.600000,Tone,136.5,136.5,FM,12.5,Zlín
1420,OK0OZL,438.725000,-,7.600000,,88.5,88.5,FM,12.5,Zlín - Kudlov
1421,OK0PI,439.275000,-,7.600000,,88.5,88.5,FM,12.5,Jarník
1422,OK0PI,145.712500,-,0.600000,Tone,100.0,88.5,FM,12.5,Písek
1423,OK0POR,145.587500,-,0.600000,,88.5,88.5,FM,12.5,Vidovice
1424,OK0PV,439.225000,-,7.600000,Tone,88.5,88.5,FM,12.5,Prostějov
1425,OK0PVD,439.225000,-,7.600000,,88.5,88.5,FM,12.5,Drahany
1426,OK0PVD,439.225000,-,7.600000,,88.5,88.5,FM,12.5,Drahany
1427,OK0Q,439.375000,-,7.600000,,88.5,88.5,FM,12.5,Pardubice
1428,OK0Q,439.375000,-,7.600000,Tone,118.8,88.5,FM,12.5,Kutná Hora - Žandov
1429,OK0S,145.787500,-,0.600000,Tone,118.8,88.5,FM,12.5,Pardubice - Polabiny
1430,OK0T,145.787500,-,0.600000,Tone,88.5,88.5,FM,12.5,Teplice - Doubravka
1431,OK0T,438.800000,-,7.600000,Tone,88.5,88.5,FM,12.5,Teplice - Doubravka
1432,OK0X,439.350000,-,7.600000,Tone,88.5,88.5,FM,12.5,Praděd
1433,OK0XGD,439.475000,-,7.600000,,88.5,88.5,FM,12.5,Olomouc – Pohořany
1434,OK0YSF,145.612500,-,0.600000,Tone,71.9,71.9,FM,12.5,Kotvrdovice
1435,OK0Z,439.400000,-,7.600000,Tone,88.5,88.5,FM,12.5,Kelčský Javorník
1436,OK1ALX,438.075000,+,0.000000,,88.5,88.5,FM,12.5,Hostovlice
1437,OK1HZ,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Zlín-Malenovice
1438,OK1KHL,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Holice - Kamenec
1439,OK1KVR,145.187500,+,0.600000,,88.5,88.5,FM,12.5,Vrchlabi
1440,OK1POR,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Vidovice
1441,OK1RPL,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Plzeň 
1442,OK1XFJ,438.125000,+,0.000000,,88.5,88.5,FM,12.5,Dyleň
1443,OK2JF,438.100000,+,0.000000,,88.5,88.5,FM,12.5,Žďár nad Sázavou
1444,OK2JF,144.862500,+,0.000000,,88.5,88.5,FM,12.5,Vysoké
1445,OK2KVM,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Cyrilov
1446,OK2MO,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Slavkov
1447,OK2ZDL,438.075000,+,0.000000,,88.5,88.5,FM,12.5,Jihlava
1448,OK4PS,438.050000,+,0.000000,,88.5,88.5,FM,12.5,Kroměříž
1449,OK7SM,438.075000,+,0.000000,,88.5,88.5,FM,12.5,Klínovec
1450,OM0OAA,438.625000,-,7.600000,Tone,67.0,67.0,FM,12.5,kóta Snoh - Hradisko
1451,OM0OAA,438.625000,-,7.600000,,88.5,88.5,FM,12.5, dočasne mesto Žilina
1452,OM0OAC,438.225000,-,7.600000,Tone,118.8,118.8,FM,12.5,Čadca, Drahošanka
1453,OM0OAE,438.925000,-,7.600000,Tone,67.0,67.0,FM,12.5, kóta Snoh - Hradisko
1454,OM0OAF,439.125000,-,7.600000,,88.5,88.5,FM,12.5,Banská Bystrica, SR
1455,OM0ODB,438.325000,-,7.600000,,88.5,88.5,FM,12.5,Bratislava, Slavin
1456,OM0ODM,438.225000,-,7.600000,,88.5,88.5,FM,12.5,Kosice
1457,OM0ODP,438.275000,-,7.600000,Tone,118.8,118.8,FM,12.5,Štrbské Pleso
1458,OM0OET,439.225000,-,7.600000,Tone,77.0,77.0,FM,12.5,Nové Zámky
1459,OM0ONM,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Michalovce
1460,OM0OUA,439.137500,-,7.600000,Tone,118.8,118.8,FM,12.5,Veľká lúka, Martinské hole
1461,OM0OUA,439.137500,-,7.600000,Tone,118.8,118.8,FM,12.5,Martinske Hole - Velka Luka
1462,OM0OUB,439.325000,-,7.600000,Tone,77.0,77.0,FM,12.5,Bratislava, Slavin
1463,OM0OUE,439.150000,-,7.600000,,88.5,88.5,FM,12.5,Kosice
1464,OM0OUG,439.175000,-,7.600000,Tone,88.5,88.5,FM,12.5,Galanta
1465,OM0OUH,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Banska Bystrica - Hvezdaren Vartovka
1466,OM0OUH,439.275000,-,7.600000,Tone,88.5,88.5,FM,12.5,Banska Bystrica
1467,OM0OUI,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Zamek Stará Ľubovňa
1468,OM0OUJ,438.875000,-,7.600000,Tone,77.0,77.0,FM,12.5,Veľká Javorina
1469,OM0OUK,439.050000,-,7.600000,,88.5,88.5,FM,12.5,Kojšovská hoľa
1470,OM0OUL,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Lučenec
1471,OM0OUN,439.300000,-,7.600000,Tone,88.5,88.5,FM,12.5,Veľký Inovec
1472,OM0OUP,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Prešov
1473,OM0OUR,439.475000,-,7.600000,Tone,88.5,88.5,FM,12.5,Trnava
1474,OM0OUS,439.025000,-,0.600000,,88.5,88.5,FM,12.5,Stará Ľubovňa
1475,OM0OUT,439.100000,-,7.600000,Tone,88.5,88.5,FM,12.5,Trenčín
1476,OM0OUX,439.150000,-,7.600000,Tone,77.0,77.0,FM,12.5,Sitno
1477,OM0OUZ,439.250000,-,7.600000,,88.5,88.5,FM,12.5,Zvolen
1478,OM0OVQ,145.762500,-,0.600000,Tone,77.0,77.0,FM,12.5,Veľká Javorina
1479,OM0OVR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kráľova Hoľa
1480,OM0OVT,145.650000,-,0.600000,Tone,88.5,88.5,FM,12.5,Makovica
1481,OM0OVU,145.725000,-,0.600000,Tone,67.0,88.5,FM,12.5,Krížava
1482,OM0OVV,145.600000,-,0.600000,Tone,77.0,77.0,FM,12.5,Kamzík - Bratislava
1483,OM0OVY,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Rudník
1484,OZ0REA,51.870000,-,0.600000,,88.5,88.5,FM,12.5,Naestved
1485,OZ0REC,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Vordingborg
1486,OZ0REG,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Glostrup
1487,OZ0REP,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Spjald
1488,OZ0REQ,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Fredericia
1489,OZ0REU,29.660000,-,0.100000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1490,OZ0REU,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Gilleleje
1491,OZ1OPY/R,29.680000,-,0.100000,,88.5,88.5,FM,12.5,Vejle
1492,OZ1REV,51.810000,-,0.600000,,88.5,88.5,FM,12.5,Hurup Thy
1493,OZ1REX,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Silkeborg
1494,OZ2ERP,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Sonder Felding
1495,OZ2REC,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Hobro
1496,OZ2REE,1297.250000,-,6.000000,,88.5,88.5,FM,12.5,Ringe / Midtfyn
1497,OZ2RES,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Helsingør
1498,OZ2REU,1297.150000,-,6.000000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1499,OZ2REU,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1500,OZ2REX,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Frederikssund
1501,OZ3RED,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Randers
1502,OZ3REE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Herning
1503,OZ3REF,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Odense (lokal repeater)
1504,OZ3REG,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Vejrhøj
1505,OZ3REG,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Vejrhøj
1506,OZ3REI,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Knivsbjerg
1507,OZ3REJ,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Ringsted
1508,OZ3REJ,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Ringsted
1509,OZ3REK,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Esbjerg
1510,OZ3REO,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Østermarie / Bornholm
1511,OZ3REP,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Lolland / Bandholm
1512,OZ3RET,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Sæby
1513,OZ3REX,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Vissenbjerg
1514,OZ3REY,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Knivsbjerg
1515,OZ3REZ,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Roskilde / Kara
1516,OZ4GRE,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Grenaa
1517,OZ4REN,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Aalborg / Støvring
1518,OZ4REX,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Skive
1519,OZ4REY,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Eskebjerg
1520,OZ5REB,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Yding Skovhøj
1521,OZ5REE,1297.000000,-,6.000000,,88.5,88.5,FM,12.5,Ballerup
1522,OZ5REJ,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Lindeballe
1523,OZ5REJ,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Skjoldbjerg
1524,OZ5REO,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Vejle
1525,OZ5REQ,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Maribo
1526,OZ5REU,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Odense / Knæhøj
1527,OZ5REW,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Skive
1528,OZ6REC,434.787500,-,2.000000,,88.5,88.5,FM,12.5,Regstrup
1529,OZ6RED,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Hjørring
1530,OZ6REE,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Svennerup
1531,OZ6REH,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Svendborg / Egebjerg
1532,OZ6REJ,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Rold
1533,OZ6RET,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Korsør
1534,OZ6REU,51.950000,-,0.600000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1535,OZ6REV,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Nykøbing S.
1536,OZ6REX/R,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Vejle
1537,OZ7REF,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Svendborg
1538,OZ7REP,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Snertinge
1539,OZ7RER,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Vestjylland (Ølstrup)
1540,OZ7REU,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Copenhagen / Hvidovre H.C.
1541,OZ7REZ,51.830000,-,0.600000,,88.5,88.5,FM,12.5,Lolland
1542,OZ8REA,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Nykøbing / Sjaelland
1543,OZ8REB,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Nyborg
1544,OZ8REG,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Vordingborg
1545,OZ8REH,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Vongshøj
1546,OZ8REL,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Gladsaxe
1547,OZ8RES/R,434.637500,-,2.000000,,88.5,88.5,FM,12.5,Vejle
1548,OZ8REY,51.970000,-,0.600000,,88.5,88.5,FM,12.5,Svendborg
1549,OZ9REB,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Røret
1550,OZ9REB,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Roret
1551,OZ9REG,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Yding / Skovhøj
1552,OZ9REH,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Ramløse / Vejby
1553,OZ9REH,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Ramløse
1554,OZ9REI,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Grevinge / Dutterhøj
1555,OZ9REL,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Esbjerg
1556,OZ9REO,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Purhøj
1557,OZ9REP,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Aalborg city
1558,OZ9RER,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Frederikshavn
1559,OZ9RES,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Hanstholm
1560,OZ9REU,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Kalundborg
1561,OZ9REV,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Vongshøj (Løgumkloster)
1562,OZ9REX,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Hurup / Thy
1563,OZ9REX,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Hurup / Thy
1564,OZ9REZ,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Randers
1565,PA3CBJ,144.912500,+,0.000000,,88.5,88.5,DV,12.5,Koggenland
1566,PD3LKN,438.737500,-,7.600000,Tone,110.9,88.5,FM,12.5,Amsterdam
1571,PI1APD,438.087500,-,7.600000,,88.5,88.5,DV,12.5,Apeldoorn
1572,PI1BLD,144.925000,+,0.000000,,88.5,88.5,DV,12.5,Bladel
1573,PI1BOZ,438.125000,-,7.600000,,88.5,88.5,DV,12.5,Bergen op Zoom
1574,PI1CJP,430.850000,+,0.000000,,88.5,88.5,DV,12.5,Blaricum
1576,PI1DEC,438.000000,-,7.600000,,88.5,88.5,DV,12.5,Dordrecht
1578,PI1DGF,144.937500,+,0.000000,,88.5,88.5,DV,12.5,Amersfoort
1579,PI1DHD,144.937500,+,0.000000,,88.5,88.5,DV,12.5,Den Helder
1580,PI1DHD,438.175000,-,7.600000,,88.5,88.5,DV,12.5,Den Helder
1581,PI1DRA,438.400000,-,7.600000,,88.5,88.5,DV,12.5,Drachten
1583,PI1DSE,144.900000,+,0.000000,,88.5,88.5,DV,12.5,Eindhoven
1584,PI1DSE,438.400000,-,7.600000,,88.5,88.5,DV,12.5,Eindhoven
1586,PI1GLP,144.962500,+,0.000000,,88.5,88.5,DV,12.5,Geldrop
1588,PI1HGL,438.250000,-,7.600000,,88.5,88.5,DV,12.5,Den Haag
1590,PI1HWB,438.100000,-,7.600000,,88.5,88.5,DV,12.5,Breda
1593,PI1MEP,438.125000,-,7.600000,,88.5,88.5,DV,12.5,Meppel
1597,PI1NYM,438.050000,-,7.600000,,88.5,88.5,DV,12.5,Nijmegen
1598,PI1NYV,144.875000,+,0.000000,,88.5,88.5,DV,12.5,Nijverdal
1599,PI1NZB,144.900000,+,0.000000,,88.5,88.5,DV,12.5,Kamperland
1600,PI1ORB,430.812500,+,0.000000,,88.5,88.5,DV,12.5,Tilburg
1602,PI1RYS,438.050000,-,7.600000,,88.5,88.5,DV,12.5,Amsterdam
1603,PI1SHA,438.312500,-,7.600000,,88.5,88.5,DV,12.5,Almere
1604,PI1SNK,438.325000,-,117.600000,,88.5,88.5,DV,12.5,Sneek   
1608,PI1VLI,438.150000,-,7.600000,,88.5,88.5,DV,12.5,Vlissingen
1610,PI1XDV,430.975000,+,0.000000,,88.5,88.5,DV,12.5,Amersfoort
1611,PI1YMD,144.950000,+,0.000000,,88.5,88.5,DV,12.5,IJmuiden
1612,PI1ZEE,438.037500,-,7.600000,,88.5,88.5,DV,12.5,Zeewolde
1617,PI2ALK,430.375000,+,1.600000,Tone,88.5,88.5,FM,12.5,Alkmaar
1618,PI2ALW,430.062500,+,1.600000,,88.5,88.5,FM,12.5,Wijnaldum
1619,PI2AMF,430.250000,+,1.600000,,88.5,88.5,FM,12.5,Amersfoort
1620,PI2ANH,430.050000,+,1.600000,Tone,77.0,88.5,FM,12.5,Oosterbeek
1621,PI2APD,430.150000,+,1.600000,,88.5,88.5,FM,12.5,Apeldoorn
1622,PI2ASD,430.200000,+,1.600000,Tone,110.9,110.9,FM,12.5,Amsterdam
1623,PI2ASN,430.050000,+,1.600000,,88.5,88.5,FM,12.5,Assen
1624,PI2BOZ,430.025000,+,1.600000,Tone,88.5,88.5,FM,12.5,Bergen op Zoom
1625,PI2BRD,430.325000,+,1.600000,Tone,71.9,88.5,FM,12.5,Breda
1626,PI2DEC,430.362500,+,1.600000,,88.5,88.5,FM,12.5,Dordrecht
1627,PI2DFT,430.087500,+,1.600000,Tone,88.5,88.5,FM,12.5,Delft
1628,PI2EHV,430.100000,+,1.600000,Tone,71.9,88.5,FM,12.5,Eindhoven
1629,PI2FLD,430.287500,+,1.600000,,88.5,88.5,FM,12.5,Almere
1630,PI2GOR,430.012500,+,1.600000,Tone,88.5,88.5,FM,12.5,Gorinchem
1631,PI2GRO,430.237500,+,1.600000,Tone,82.5,88.5,FM,12.5,Groningen
1632,PI2HGL,430.350000,+,1.600000,,88.5,88.5,FM,12.5,Den Haag
1633,PI2HLM,430.250000,+,1.600000,Tone,88.5,88.5,FM,12.5,Haarlem
1634,PI2HVN,430.025000,+,1.600000,Tone,82.5,88.5,FM,12.5,Heerenveen
1635,PI2HWD,438.875000,-,7.600000,Tone,88.5,88.5,FM,12.5,Heerhugowaard
1636,PI2JUT,430.062500,+,1.600000,,88.5,88.5,FM,12.5,Laag Soeren
1637,PI2KMP,430.175000,+,1.600000,Tone,77.0,88.5,FM,12.5,Kampen
1638,PI2MEP,430.075000,+,1.600000,,88.5,88.5,FM,12.5,Meppel
1639,PI2NEN,430.062500,+,1.600000,Tone,71.9,88.5,FM,12.5,Nederwetten
1640,PI2NLB,430.200000,+,1.600000,Tone,71.9,88.5,FM,12.5,Gennep
1641,PI2NMG,430.312500,+,1.600000,Tone,77.0,88.5,FM,12.5,Nijmegen
1642,PI2NOG,430.325000,+,1.600000,Tone,82.5,88.5,FM,12.5,Delfzijl
1643,PI2NOS,430.125000,+,1.600000,Tone,192.8,88.5,FM,12.5,Landelijk
1644,PI2NOV,430.262500,+,1.600000,,88.5,88.5,FM,12.5,'t Harde
