Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,GB3AA,145.662500,-,0.600000,Tone,94.8,94.8,023,NN,FM,12.50,,BRISTOL,,,,
1,GB3AB,433.375000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,SHEFFIELD,,,,
2,GB3AC,430.975000,+,7.600000,Tone,94.8,94.8,023,NN,FM,12.50,,BRISTOL,,,,
3,GB3AD,438.387500,-,7.600000,Tone,118.8,118.8,023,NN,FM,12.50,,HAWICK,,,,
4,GB3AG,145.725000,-,0.600000,Tone,94.8,94.8,023,NN,FM,12.50,,ANGUS,,,,
5,GB3AH,433.275000,+,1.600000,Tone,94.8,94.8,023,NN,FM,12.50,,EAST DEREHAM,,,,
6,GB3AL,145.737500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,AMERSHAM,,,,
7,GB3AN,433.200000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,AMLWCH,,,,
8,GB3AR,145.700000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,CAERNARFON,,,,
9,GB3AS,145.600000,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,LANGHOLM,,,,
10,GB3AU,433.175000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,AMERSHAM,,,,
11,GB3AV,433.050000,+,1.600000,Tone,118.8,118.8,023,NN,FM,12.50,,AYLESBURY,,,,
12,GB3AW,433.250000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,NEWBURY,,,,
13,GB3AY,145.650000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,DALRY,,,,
14,GB3BA,433.325000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,BASINGSTOKE,,,,
15,GB3BB,145.700000,-,0.600000,Tone,94.8,94.8,023,NN,FM,12.50,,BRECON,,,,
16,GB3BC,145.750000,-,0.600000,Tone,94.8,94.8,023,NN,FM,12.50,,PONTYPRIDD,,,,
17,GB3BD,430.812500,+,7.600000,Tone,71.9,71.9,023,NN,FM,12.50,,BANBURY,,,,
18,GB3BE,430.862500,+,7.600000,Tone,118.8,118.8,023,NN,FM,12.50,,DUNS,,,,
19,GB3BF,145.787500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,BEDFORD,,,,
20,GB3BG,145.750000,-,0.600000,Tone,118.8,118.8,023,NN,FM,12.50,,CHULMLEIGH,,,,
21,GB3BH,430.987500,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,BEXHILL-ON-SEA,,,,
22,GB3BI,145.725000,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,MUIR OF ORD,,,,
23,GB3BK,430.900000,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,BROMLEY,,,,
24,GB3BL,430.875000,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,BEDFORD,,,,
25,GB3BM,145.712500,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,DUDLEY,,,,
26,GB3BM,145.712500,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,BIRMINGHAM,,,,
27,GB3BN,433.000000,+,1.600000,Tone,118.8,118.8,023,NN,FM,12.50,,BRACKNELL,,,,
28,GB3BR,430.812500,+,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HOVE,,,,
29,GB3BS,430.850000,+,7.600000,Tone,118.8,118.8,023,NN,FM,12.50,,BRISTOL,,,,
30,GB3BT,145.700000,-,0.600000,Tone,118.8,118.8,023,NN,FM,12.50,,BERWICK ON TWEED,,,,
31,GB3BU,430.962500,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,BUDE,,,,
32,GB3BV,433.025000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,HEMEL HEMPSTEAD,,,,
33,GB3BW,430.812500,+,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,WAKEFIELD,,,,
34,GB3BX,145.675000,-,0.600000,,67.0,67.0,023,NN,FM,12.50,,CLEOBURY NORTH,,,,
35,GB3BY,430.975000,+,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,CHORLEY,,,,
36,GB3BZ,430.850000,+,7.600000,Tone,110.9,110.9,023,NN,FM,12.50,,BRAINTREE,,,,
37,GB3CA,433.325000,+,1.600000,Tone,77.0,77.0,023,NN,FM,12.50,,CARLISLE,,,,
38,GB3CB,433.350000,+,1.600000,Tone,67.0,67.0,023,NN,FM,12.50,,BIRMINGHAM,,,,
39,GB3CC,430.962500,+,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,CHICHESTER,,,,
40,GB3CD,145.687500,-,0.600000,Tone,118.8,118.8,023,NN,FM,12.50,,CROOK,,,,
41,GB3CE,433.350000,+,1.600000,Tone,67.0,67.0,023,NN,FM,12.50,,COLCHESTER,,,,
42,GB3CF,145.600000,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,MARKFIELD,,,,
43,GB3CG,145.725000,-,0.600000,Tone,118.8,118.8,023,NN,FM,12.50,,GLOUCESTER,,,,
44,GB3CH,430.875000,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,LISKEARD,,,,
45,GB3CI,430.825000,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,CORBY,,,,
46,GB3CK,433.000000,+,1.600000,Tone,103.5,103.5,023,NN,FM,12.50,,CHARING KENT,,,,
47,GB3CL,433.225000,+,1.600000,Tone,67.0,67.0,023,NN,FM,12.50,,CLACTON,,,,
48,GB3CM,430.862500,+,7.600000,Tone,94.8,94.8,023,NN,FM,12.50,,CARMARTHEN,,,,
49,GB3CN,145.687500,-,0.600000,Tone,94.8,94.8,023,NN,FM,12.50,,NEWCASTLE EMLYN,,,,
50,GB3CO,145.662500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,CORBY,,,,
51,GB3CP,145.737500,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,FERMANAGH,,,,
52,GB3CR,433.150000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,CAERGWRLE,,,,
53,GB3CS,145.750000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,MOTHERWELL,,,,
54,GB3CU,438.387500,-,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,MARYPORT,,,,
55,GB3CV,439.362500,-,9.000000,Tone,67.0,67.0,023,NN,FM,12.50,,COVENTRY,,,,
56,GB3CW,145.612500,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,FAREHAM,,,,
57,GB3CY,430.862500,+,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,YORK,,,,
58,GB3DA,145.725000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,DANBURY,,,,
59,GB3DC,145.687500,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,DERBY,,,,
60,GB3DD,433.250000,+,1.600000,Tone,94.8,94.8,023,NN,FM,12.50,,DUNDEE,,,,
61,GB3DE,433.175000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,IPSWICH,,,,
62,GB3DG,145.775000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,NEWTON STEWART,,,,
63,GB3DI,433.150000,+,1.600000,Tone,118.8,118.8,023,NN,FM,12.50,,DIDCOT,,,,
64,GB3DK,433.000000,+,1.600000,Tone,67.0,67.0,023,NN,FM,12.50,,PETERHEAD,,,,
65,GB3DM,430.925000,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,DUMBARTON,,,,
66,GB3DN,145.637500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,STIBB CROSS,,,,
67,GB3DP,439.425000,-,9.000000,Tone,88.5,88.5,023,NN,FM,12.50,,BASTON,,,,
68,GB3DQ,430.975000,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,POLPERRO,,,,
69,GB3DR,145.737500,-,0.600000,,67.0,67.0,023,NN,FM,12.50,,WEYMOUTH,,,,
70,GB3DS,433.325000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,WORKSOP,,,,
71,GB3DT,433.000000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,BLANDFORD,,,,
72,GB3DU,145.762500,-,0.600000,Tone,118.8,118.8,023,NN,FM,12.50,,DUNS,,,,
73,GB3DX,433.300000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,DERRY/LONDONDERRY,,,,
74,GB3DY,433.250000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,WIRKSWORTH,,,,
75,GB3DZ,430.987500,+,7.600000,Tone,71.9,71.9,023,NN,FM,12.50,,DERBY,,,,
76,GB3EA,145.687500,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,WICKHAMBROOK,,,,
77,GB3EB,145.787500,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,NEWHAVEN,,,,
78,GB3ED,430.887500,+,7.600000,Tone,94.8,94.8,023,NN,FM,12.50,,EDINBURGH,,,,
79,GB3EE,433.300000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,MANSFIELD,,,,
80,GB3EG,430.912500,+,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,WIGAN,,,,
81,GB3EH,430.962500,+,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,BANBURY,,,,
82,GB3EI,145.612500,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,LOCHMADDY,,,,
83,GB3EK,430.887500,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,MARGATE,,,,
84,GB3EL,430.837500,+,7.600000,Tone,156.7,156.7,023,NN,FM,12.50,,ELY,,,,
85,GB3EM,145.762500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,COLD ASHBY,,,,
86,GB3ER,433.075000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,DANBURY,,,,
87,GB3ES,145.675000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,HASTINGS,,,,
88,GB3EU,438.437500,-,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,COLD ASHBY,,,,
89,GB3EV,145.700000,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,DUFTON,,,,
90,GB3EW,145.612500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,EXETER,,,,
91,GB3EX,430.950000,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,SILVERTON,,,,
92,GB3EZ ,430.975000,+,7.600000,Tone,110.9,110.9,023,NN,FM,12.50,,WICKHAMBROOK,,,,
93,GB3FA,145.712500,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,SHEFFIELD,,,,
94,GB3FC,430.850000,+,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,BLACKPOOL,,,,
95,GB3FE,145.662500,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,STIRLING,,,,
96,GB3FF,145.600000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,UPPER LARGO,,,,
97,GB3FG,145.712500,-,0.600000,Tone,94.8,94.8,023,NN,FM,12.50,,CARMARTHEN,,,,
98,GB3FI,430.925000,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,CHEDDAR,,,,
99,GB3FJ,430.950000,+,7.600000,Tone,71.9,71.9,023,NN,FM,12.50,,ASGARBY,,,,
100,GB3FK,145.750000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,FOLKESTONE,,,,
101,GB3FN,433.375000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,FARNHAM,,,,
102,GB3FO,430.250000,+,9.000000,Tone,82.5,82.5,023,NN,FM,12.50,,BLACKPOOL,,,,
103,GB3FR,145.775000,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,SPILSBY LINCS.,,,,
104,GB3FU,145.750000,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,NOTTINGHAM,,,,
105,GB3FV,430.812500,+,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,STIRLING,,,,
106,GB3GB,439.337500,-,9.000000,Tone,67.0,67.0,023,NN,FM,12.50,,SUTTON COLDFIELD,,,,
107,GB3GD,145.625000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,SNAEFELL IOM,,,,
108,GB3GF,433.300000,+,1.600000,Tone,88.5,88.5,023,NN,FM,12.50,,GUILDFORD,,,,
109,GB3GH,433.125000,+,1.600000,Tone,118.8,118.8,023,NN,FM,12.50,,GLOUCESTER,,,,
110,GB3GJ,145.637500,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,ST HELIER,,,,
111,GB3GL,430.900000,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,GLASGOW,,,,
112,GB3GM,145.625000,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,GREAT MALVERN,,,,
113,GB3GN,145.775000,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,BANCHORY,,,,
114,GB3GO,145.787500,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,LLANDUDNO,,,,
115,GB3GR,430.850000,+,7.600000,Tone,71.9,71.9,023,NN,FM,12.50,,GRANTHAM,,,,
116,GB3GS,430.987500,+,7.600000,Tone,141.3,141.3,023,NN,FM,12.50,,PINKERY CTR  SIMONSBATH - TA24,,,,
117,GB3GU,433.325000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,GUERNSEY,,,,
118,GB3HA,145.750000,-,0.600000,Tone,118.8,118.8,023,NN,FM,12.50,,HEXHAM,,,,
119,GB3HB,433.375000,+,1.600000,Tone,77.0,77.0,023,NN,FM,12.50,,ROCHE,,,,
120,GB3HC,433.150000,+,1.600000,Tone,118.8,118.8,023,NN,FM,12.50,,HEREFORD,,,,
121,GB3HD,433.225000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,HUDDERSFIELD,,,,
122,GB3HE,430.925000,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,HASTINGS,,,,
123,GB3HG,145.625000,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,THIRSK,,,,
124,GB3HH,145.700000,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,BUXTON,,,,
125,GB3HI,145.700000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,ISLE OF MULL,,,,
126,GB3HJ,433.025000,+,1.600000,Tone,118.8,118.8,023,NN,FM,12.50,,HARROGATE,,,,
127,GB3HK,433.050000,+,1.600000,Tone,118.8,118.8,023,NN,FM,12.50,,SELKIRK,,,,
128,GB3HL,430.887500,+,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,LESLIE,,,,
129,GB3HN,433.025000,+,1.600000,Tone,103.5,103.5,023,NN,FM,12.50,,LUDLOW,,,,
130,GB3HO,430.887500,+,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HORSHAM,,,,
131,GB3HP,439.325000,-,9.000000,Tone,67.0,67.0,023,NN,FM,12.50,,HOOTON  WIRRAL,,,,
132,GB3HR,433.350000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,HARROW,,,,
133,GB3HS,145.650000,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HULL,,,,
134,GB3HT,433.275000,+,1.600000,Tone,77.0,77.0,023,NN,FM,12.50,,HINCKLEY,,,,
135,GB3HU,145.600000,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,HUDDERSFIELD,,,,
136,GB3HW,433.325000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,GIDEA PARK,,,,
137,GB3HY,430.900000,+,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HAYWARDS HEATH,,,,
138,GB3IC,433.125000,+,1.600000,Tone,67.0,67.0,023,NN,FM,12.50,,WOLVERHAMPTON,,,,
139,GB3IF,145.587500,-,1.000000,Tone,118.8,118.8,023,NN,FM,12.50,,LEDBURY,,,,
140,GB3IG,145.775000,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,STORNOWAY,,,,
141,GB3IH,433.100000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,IPSWICH,,,,
142,GB3II,145.700000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,NR EYE,,,,
143,GB3IK,145.762500,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,ROCHESTER,,,,
144,GB3IM-C,430.825000,+,7.600000,Tone,110.9,110.9,023,NN,FM,12.50,,DOUGLAS  IOM,,,,
145,GB3IM-P,430.875000,+,7.600000,Tone,110.9,110.9,023,NN,FM,12.50,,PEEL,,,,
146,GB3IM-R,430.825000,+,7.600000,Tone,71.9,71.9,023,NN,FM,12.50,,RAMSEY  IOM,,,,
147,GB3IM-S,433.125000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,DOUGLAS  IOM,,,,
148,GB3IN,145.637500,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,TANSLEY NR MATLOCK,,,,
149,GB3IR,145.762500,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,RICHMOND YORKS,,,,
150,GB3IS,430.887500,+,7.600000,Tone,94.8,94.8,023,NN,FM,12.50,,ISLE OF SOUTH UIST,,,,
151,GB3IW,433.225000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,NEWPORT,,,,
152,GB3JB,145.787500,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,MERE WILTSHIRE,,,,
153,GB3JG,439.775000,-,9.000000,Tone,71.9,71.9,023,NN,FM,12.50,,WEYMOUTH,,,,
154,GB3JH,430.862500,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,TIVERTON,,,,
155,GB3JL,145.787500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,LISKEARD,,,,
156,GB3JM,430.875000,+,7.600000,Tone,118.8,118.8,023,NN,FM,12.50,,LEOMINISTER,,,,
157,GB3JR,430.975000,+,7.600000,Tone,71.9,71.9,023,NN,FM,12.50,,MANSFIELD,,,,
158,GB3JS,430.837500,+,7.600000,Tone,94.8,94.8,023,NN,FM,12.50,,GREAT YARMOUTH ,,,,
159,GB3JZ,430.912500,+,7.600000,Tone,71.9,71.9,023,NN,FM,12.50,,EASTLEIGH,,,,
160,GB3KA,430.887500,+,7.600000,Tone,118.8,118.8,023,NN,FM,12.50,,KIDDERMINSTER,,,,
161,GB3KC,430.900000,+,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,STOURBRIDGE,,,,
162,GB3KE,145.687500,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,GLASGOW,,,,
163,GB3KI,145.662500,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,HERNE BAY,,,,
164,GB3KK,430.975000,+,7.600000,Tone,110.9,110.9,023,NN,FM,12.50,,BALLYCASTLE,,,,
165,GB3KL,433.100000,+,1.600000,Tone,94.8,94.8,023,NN,FM,12.50,,KINGS LYNN,,,,
166,GB3KN,145.700000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,MAIDSTONE,,,,
167,GB3KR,430.812500,+,7.600000,Tone,118.8,118.8,023,NN,FM,12.50,,STOURPORT ON SEVERN,,,,
168,GB3KS,145.625000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,DOVER,,,,
169,GB3KT,430.850000,+,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,KEIGHLEY,,,,
170,GB3KU,433.075000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,ASHTON-UNDER-LYNE,,,,
171,GB3KV,430.975000,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,KILSYTH,,,,
172,GB3KW,430.825000,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,GLASGOW,,,,
173,GB3KY,145.712500,-,0.600000,Tone,94.8,94.8,023,NN,FM,12.50,,KINGS LYNN,,,,
174,GB3LA,145.712500,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,SANQUHAR,,,,
175,GB3LB,145.787500,-,0.600000,Tone,118.8,118.8,023,NN,FM,12.50,,LAUDER,,,,
176,GB3LC,430.937500,+,7.600000,Tone,71.9,71.9,023,NN,FM,12.50,,LOUTH,,,,
177,GB3LD,145.675000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,LANCASTER,,,,
178,GB3LE,433.100000,+,1.600000,Tone,77.0,77.0,023,NN,FM,12.50,,MARKFIELD,,,,
179,GB3LF,433.350000,+,1.600000,Tone,110.9,110.9,023,NN,FM,12.50,,KENDAL,,,,
180,GB3LH,433.375000,+,1.600000,Tone,103.5,103.5,023,NN,FM,12.50,,SHREWSBURY,,,,
181,GB3LI,433.250000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,LIVERPOOL,,,,
182,GB3LL,433.000000,+,5.000000,Tone,94.8,94.8,023,NN,FM,12.50,,LLANGOLLEN,,,,
183,GB3LM,145.725000,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,LINCOLN,,,,
184,GB3LN,430.925000,+,7.600000,Tone,118.8,118.8,023,NN,FM,12.50,,LEICESTER,,,,
185,GB3LR,430.862500,+,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,NEWHAVEN,,,,
186,GB3LS,433.050000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,LINCOLN,,,,
187,GB3LT,433.250000,+,1.600000,Tone,77.0,77.0,023,NN,FM,12.50,,LUTON,,,,
188,GB3LU,145.675000,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,LERWICK,,,,
189,GB3LV,433.050000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,NORTH LONDON,,,,
190,GB3LY,145.600000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,LIMAVADY,,,,
191,GB3LZ,145.662500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,WINKLEIGH,,,,
192,GB3MB,433.375000,+,1.600000,Tone,94.8,94.8,023,NN,FM,12.50,,MERTHYR,,,,
193,GB3MC,439.337500,-,9.000000,Tone,110.9,110.9,023,NN,FM,12.50,,LEASOWE,,,,
194,GB3MD,430.962500,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,LLANFAIR CAEREINION,,,,
195,GB3ME,433.150000,+,1.600000,Tone,67.0,67.0,023,NN,FM,12.50,,RUGBY,,,,
196,GB3MF,430.800000,+,7.600000,Tone,118.8,118.8,023,NN,FM,12.50,,LEDBURY,,,,
197,GB3MG,430.900000,+,7.600000,,67.0,67.0,023,NN,FM,12.50,,PONTYPRIDD,,,,
198,GB3MH,145.625000,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,EAST GRINSTEAD,,,,
199,GB3MI,145.712500,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,MANCHESTER,,,,
200,GB3MK,433.000000,+,1.600000,Tone,77.0,77.0,023,NN,FM,12.50,,MILTON KEYNES,,,,
201,GB3ML,430.912500,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,STAINES UPON THAMES,,,,
202,GB3MN,145.650000,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,DISLEY,,,,
203,GB3MO,438.387500,-,7.600000,Tone,110.9,110.9,023,NN,FM,12.50,,MORECAMBE,,,,
204,GB3MP,145.750000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,PRESTATYN,,,,
205,GB3MR,433.350000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,STOCKPORT,,,,
206,GB3MS ,433.000000,+,1.600000,Tone,67.0,67.0,023,NN,FM,12.50,,MALVERN ,,,,
207,GB3MT,145.700000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,MAGHERAFELT,,,,
208,GB3MW,433.250000,+,1.600000,Tone,67.0,67.0,023,NN,FM,12.50,,LEAMINGTON SPA,,,,
209,GB3MX,145.637500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,MARYPORT,,,,
210,GB3MY,433.275000,+,1.600000,Tone,82.5,82.5,023,NN,FM,12.50,,ATHERTON,,,,
211,GB3NA,145.612500,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,BARNSLEY,,,,
212,GB3NB,145.625000,-,0.600000,Tone,94.8,94.8,023,NN,FM,12.50,,NORWICH,,,,
213,GB3NC,145.725000,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,ROCHE,,,,
214,GB3ND,439.737500,-,9.000000,,67.0,67.0,023,NN,FM,12.50,,NEAR HOLSWORTHY,,,,
215,GB3NE,145.762500,-,0.600000,Tone,118.8,118.8,023,NN,FM,12.50,,NEWBURY,,,,
216,GB3NF,145.625000,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,NOTTINGHAM,,,,
217,GB3NG,145.625000,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,FRASERBURGH,,,,
218,GB3NH,430.950000,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,NORTHAMPTON,,,,
219,GB3NI,145.725000,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,BELFAST  N.I.,,,,
220,GB3NK,433.100000,+,1.600000,Tone,103.5,103.5,023,NN,FM,12.50,,ERITH,,,,
221,GB3NL,145.775000,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,NORTH LONDON,,,,
222,GB3NM,433.175000,+,1.600000,Tone,71.9,71.9,023,NN,FM,12.50,,NOTTINGHAM,,,,
223,GB3NN,433.050000,+,1.600000,Tone,94.8,94.8,023,NN,FM,12.50,,WELLS NORFOLK,,,,
224,GB3NP,430.887500,+,7.600000,Tone,77.0,77.0,023,NN,FM,12.50,,TOWCESTER,,,,
225,GB3NR,433.000000,+,1.600000,Tone,94.8,94.8,023,NN,FM,12.50,,NORWICH,,,,
226,GB3NS,439.675000,-,9.000000,Tone,82.5,82.5,023,NN,FM,12.50,,CATERHAM,,,,
227,GB3NT,433.000000,+,1.600000,Tone,118.8,118.8,023,NN,FM,12.50,,NEWCASTLE UPON TYNE,,,,
228,GB3NU,439.325000,-,9.000000,Tone,71.9,71.9,023,NN,FM,12.50,,NOTTINGHAM,,,,
229,GB3NW,439.487500,-,9.000000,Tone,71.9,71.9,023,NN,FM,12.50,,NOTTINGHAM,,,,
230,GB3NX,145.737500,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,NEAR HOLSWORTHY,,,,
231,GB3NY,430.837500,+,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,HULL,,,,
232,GB3OA,145.612500,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,SOUTHPORT,,,,
233,GB3OC,145.650000,-,0.600000,Tone,77.0,77.0,023,NN,FM,12.50,,KIRKWALL,,,,
234,GB3OG,145.787500,-,0.600000,Tone,110.9,110.9,023,NN,FM,12.50,,LLANDUDNO,,,,
235,GB3OH,430.950000,+,7.600000,Tone,94.8,94.8,023,NN,FM,12.50,,LINLITHGOW,,,,
236,GB3OM,430.950000,+,7.600000,Tone,110.9,110.9,023,NN,FM,12.50,,OMAGH,,,,
237,GB3OR,430.837500,+,7.600000,Tone,103.5,103.5,023,NN,FM,12.50,,LLANDUDNO,,,,
238,GB3OV,433.125000,+,1.600000,Tone,94.8,94.8,023,NN,FM,12.50,,GRAVELEY,,,,
239,GB3OY,430.950000,+,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,BUCKHURST HILL,,,,
240,GB3PA,145.625000,-,0.600000,Tone,103.5,103.5,023,NN,FM,12.50,,PAISLEY,,,,
241,GB3PB,145.625000,-,0.600000,Tone,71.9,71.9,023,NN,FM,12.50,,WIMBORNE,,,,
